text,label
Hidden truth! WHO puts nano GPS chip in ₹2000 notes.,Fake
Anyone miss the gym today lol,General
Forward to 10 people! Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Who else watched this weather lol,General
My friends and I had sleeping all day lol,General
Just love a new movie :),General
My friends and I watched working on a project tbh,General
Nifty 50 reports foreign direct investment.,True
Leaked document: Government finds cure for all viruses using lemon water.,Fake
Breaking News: Government declares lockdown from tomorrow.,Fake
I love a great coffee...,General
So hate a great coffee :),General
PM Modi announces foreign direct investment.,True
Hidden truth! WhatsApp CEO declares lockdown from tomorrow.,Fake
Reliance Industries reports green energy initiative.,True
Lok Sabha inaugurates green energy initiative.,True
I bought a new movie anyone?,General
Who else hate a new movie!,General
Leaked document: WhatsApp CEO will charge money for every message.,Fake
Anyone watched sleeping all day...,General
So hate the weekend,General
We bought a new movie lol,General
PM Modi successfully launches green energy initiative.,True
Hello world this is a test post.,General
Breaking News: WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
Anyone watched working on a project!,General
Finance Ministry invests in election dates for assembly.,True
Urgent warning: RBI will charge money for every message.,Fake
Finance Ministry inaugurates new space mission.,True
BCCI sources claim: RBI finds cure for all viruses using lemon water.,Fake
Urgent warning: WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
Just watched a new movie anyone?,General
RBI passes new bill on new space mission.,True
RBI reports infrastructure project.,True
Forward to 10 people! UNESCO bans WhatsApp starting tonight.,Fake
My friends and I bought dinner at a restaurant...,General
Reliance Industries invests in new space mission.,True
Just watched sleeping all day...,General
Urgent warning: Government finds cure for all viruses using lemon water.,Fake
Anyone hate this weather lol,General
RBI inaugurates infrastructure project.,True
Finance Ministry successfully launches new space mission.,True
My friends and I hate sleeping all day...,General
We went to working on a project,General
Breaking News: Secret society declares lockdown from tomorrow.,Fake
Anyone had a new movie,General
Urgent warning: Government declares lockdown from tomorrow.,Fake
Hidden truth! Government puts nano GPS chip in ₹2000 notes.,Fake
Good morning everyone!,General
Nifty 50 passes new bill on quarterly monetary policy.,True
Forward to 10 people! Government will charge money for every message.,Fake
Hidden truth! WhatsApp CEO finds cure for all viruses using lemon water.,Fake
Reliance Industries successfully launches economic growth data.,True
My friends and I bought working on a project!,General
Reliance Industries reports economic growth data.,True
BCCI sources claim: Government finds cure for all viruses using lemon water.,Fake
We love dinner at a restaurant,General
Urgent warning: WhatsApp CEO will charge money for every message.,Fake
Breaking News: RBI puts nano GPS chip in ₹2000 notes.,Fake
So went to this weather anyone?,General
My friends and I went to the weekend tbh,General
Hidden truth! WhatsApp CEO bans WhatsApp starting tonight.,Fake
Who else watched sleeping all day...,General
Indian Army declares green energy initiative.,True
Urgent warning: Local doctor finds cure for all viruses using lemon water.,Fake
Hidden truth! RBI declares lockdown from tomorrow.,Fake
Forward to 10 people! RBI will charge money for every message.,Fake
Tata Motors announces election dates for assembly.,True
So miss this weather lol,General
Hidden truth! RBI finds cure for all viruses using lemon water.,Fake
Hidden truth! WhatsApp CEO will charge money for every message.,Fake
Just miss sleeping all day :),General
Hidden truth! Government finds cure for all viruses using lemon water.,Fake
PM Modi inaugurates election dates for assembly.,True
My friends and I bought dinner at a restaurant lol,General
Anyone had the weekend tbh,General
Breaking News: Secret society will charge money for every message.,Fake
Who else had this weather anyone?,General
So love sleeping all day!,General
Who else had working on a project :),General
We hate the weekend!,General
Anyone hate sleeping all day tbh,General
Urgent warning: WHO will charge money for every message.,Fake
So watched the gym today,General
Election Commission announces new space mission.,True
Lok Sabha successfully launches infrastructure project.,True
Hidden truth! WhatsApp CEO declares lockdown from tomorrow.,Fake
ISRO inaugurates green energy initiative.,True
Anyone went to this weather!,General
Hello world this is a test post.,General
Hi guys what's up.,General
Leaked document: Government declares lockdown from tomorrow.,Fake
Breaking News: UNESCO declares Indian National Anthem best in the world.,Fake
Anyone went to sleeping all day,General
Hidden truth! UNESCO finds cure for all viruses using lemon water.,Fake
Leaked document: WhatsApp CEO declares lockdown from tomorrow.,Fake
We had sleeping all day!,General
Just went to working on a project...,General
Anyone miss working on a project lol,General
Tata Motors announces quarterly monetary policy.,True
Leaked document: WHO bans WhatsApp starting tonight.,Fake
Who else went to working on a project tbh,General
Testing the app.,General
Hidden truth! Government finds cure for all viruses using lemon water.,Fake
Who else watched sleeping all day anyone?,General
Forward to 10 people! Government declares Indian National Anthem best in the world.,Fake
Supreme Court announces quarterly monetary policy.,True
Hi guys what's up.,General
Forward to 10 people! Secret society finds cure for all viruses using lemon water.,Fake
Hi guys what's up.,General
PM Modi invests in foreign direct investment.,True
My friends and I love sleeping all day lol,General
We went to the gym today...,General
So watched this weather,General
We am thinking about a new movie!,General
Finance Ministry declares green energy initiative.,True
Leaked document: Government declares lockdown from tomorrow.,Fake
We bought dinner at a restaurant :),General
ISRO successfully launches foreign direct investment.,True
Hi guys what's up.,General
Anyone bought the weekend...,General
ISRO passes new bill on foreign direct investment.,True
Who else am thinking about this weather :),General
Good morning everyone!,General
Testing the app.,General
Who else miss sleeping all day,General
Hi guys what's up.,General
Anyone watched working on a project,General
PM Modi inaugurates infrastructure project.,True
My friends and I watched dinner at a restaurant,General
Supreme Court inaugurates election dates for assembly.,True
So had a new movie...,General
Urgent warning: WhatsApp CEO bans WhatsApp starting tonight.,Fake
Finance Ministry concludes foreign direct investment.,True
PM Modi inaugurates new space mission.,True
Good morning everyone!,General
So miss a great coffee :),General
BCCI sources claim: RBI will charge money for every message.,Fake
Just hate this weather...,General
I am thinking about the gym today tbh,General
Who else watched dinner at a restaurant,General
Reliance Industries announces election dates for assembly.,True
Finance Ministry inaugurates election dates for assembly.,True
Breaking News: WhatsApp CEO bans WhatsApp starting tonight.,Fake
Just miss a great coffee tbh,General
Urgent warning: WhatsApp CEO declares lockdown from tomorrow.,Fake
ISRO reports new space mission.,True
Hidden truth! Government will charge money for every message.,Fake
I miss the gym today!,General
Good morning everyone!,General
I am thinking about sleeping all day anyone?,General
Reliance Industries reports quarterly monetary policy.,True
Election Commission reports green energy initiative.,True
Anyone hate sleeping all day...,General
Good morning everyone!,General
BCCI sources claim: WHO bans WhatsApp starting tonight.,Fake
So went to dinner at a restaurant tbh,General
My friends and I watched a great coffee lol,General
Just watched dinner at a restaurant...,General
Urgent warning: Government will charge money for every message.,Fake
Just checking if this works.,General
Who else hate a great coffee lol,General
Breaking News: RBI declares lockdown from tomorrow.,Fake
So watched sleeping all day,General
Reliance Industries announces infrastructure project.,True
Anyone watched sleeping all day :),General
My friends and I miss a new movie :),General
Hidden truth! WhatsApp CEO finds cure for all viruses using lemon water.,Fake
We am thinking about the gym today...,General
I am thinking about this weather...,General
I bought sleeping all day lol,General
So miss a new movie...,General
DRDO announces quarterly monetary policy.,True
BCCI sources claim: Secret society puts nano GPS chip in ₹2000 notes.,Fake
Forward to 10 people! Local doctor declares Indian National Anthem best in the world.,Fake
BCCI sources claim: WhatsApp CEO declares Indian National Anthem best in the world.,Fake
